Artist,Collective/Individual,First Nations People Group (from Know My Name only),Place of Birth (First Nations Language),Place of Birth (Anglophone),State of Birth,Country of Birth,Place of Birth Latitude,Place of Birth Longitude,Year of Birth,Date of Birth,Place of Death (Indigenous),Place of Death (Anglophone),State of Death,Country of Death,Place of Death Latitude,Place of Death Longitude,Year of Death,Date of Death,Link to DAAO,"In DAAO 2,188",Link to AWR,Author of NGA Essay,Page of Book,Anne Marsh Critic Author Full Citations,Anne Marsh Critic Authors,Anne Marsh Discussions,Illustration Included?,Link to NLA,Multiple NLA,Missing NLA,related_events,related_organizations,related_people,related_places,related_recognitions,related_resources,related_works,related_total_count
"Lahey, Vida (Frances Vida Lahey)",Individual,,Pimpama,Pimpama,QLD,Australia,-27.8161679,153.2924022,1882,26/08/1882,Meanjin,Brisbane,QLD,Australia,-27.4689682,153.0234991,1968,1968-08-29 00:00:00,https://www.daao.org.au/bio/vida-lahey,[Born pre-1900] Y,,Juliette Peers,220.0,,,,,https://trove.nla.gov.au/people/635820,N,N,11.0,0.0,22.0,14.0,2.0,5.0,0.0,54.0
"Teague, Violet",Individual,,Naarm,Melbourne,VIC,Australia,-37.8141705,144.9655616,1872,21/02/1872,Berringwallin,Mount Eliza,VIC,Australia,-38.1837759,145.0892789,1951,1951-09-30 00:00:00,https://www.daao.org.au/bio/violet-teague,[Born pre-1900] Y,,Jane Clark,340.0,,,,,https://trove.nla.gov.au/people/552986,N,N,9.0,0.0,13.0,12.0,3.0,17.0,12.0,66.0
"Cuppaidge, Virginia",Individual,,Meanjin,Brisbane,QLD,Australia,-27.4689682,153.0234991,1943,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/virginia-cuppaidge,Y,,Una Rey,96.0,,,,,https://trove.nla.gov.au/people/1483966,N,N,21.0,0.0,8.0,6.0,4.0,0.0,0.0,39.0
"Fraser, Virginia",Individual,,Naarm,Melbourne,VIC,Australia,-37.8141705,144.9655616,1947,1947-12-28 00:00:00,Naarm,Melbourne,VIC,Australia,-37.8141705,144.9655616,2021,2021-01-26 00:00:00,https://www.daao.org.au/bio/virginia-fraser,N,,,,"(1) Geraldine Barlow, 'Destiny Deacon: Reading across spaces', Eyeline Contemporary Visual Arts 62 (Summer 2006/7), 52-55 [467-68]",(1) Geraldine Barlow,468,N,"https://trove.nla.gov.au/people/1505045
https://trove.nla.gov.au/people/1523381",Y,N,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0
"Binns, Vivienne",Individual,,Darkinjung Land,Wyong,NSW,Australia,-33.2825132,151.4256691,1940,1940-11-06 00:00:00,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/vivienne-binns,Y,,Virginia Fraser,44.0,"(1) Vivienne Binns and Ian Milliss, 'History herstory', in Sydney Biennale: White Elephant or Red Herring? Comments from the Art Community (Sydney: Alexander Mackie CAE, 1979), 1-9 (extract) [356-59]
(2) Janine Burke, 'Experiments in vitreous enamel', Lip 1 (1976): 26-27 [359-61]
(3) Beverly Garlick, 'Interview with Vivienne Binns', Refractory Girl 8 (March 1975): 7-16 (extracts) [373-75]
(4) Therese Kenyon, 'Women artists and activists in the Tin Sheds', in Therese Kenyon, Under a Hot Tin Roof: Art, Passion and Politics at the Tin Sheds Art Workshop (University of Sydney: Power Publications, 1995), 62-75 [384-87]
(5) Janine Burke, 'Art for the end of the world', Meanjin 40, 3 (October 1981): 375-82 [409-11]
(6) Isabel Davies, 'The Coming Out Show discusses the Dinner Party', Lip, 1980, 48-50 [414-15]
(7) Catriona Moore, 'Visual arts and crafts', in Barbara Caine (ed.), Australian Feminism: A Companion (Melbourne: Oxford University Press, 1998), 344-55 [494-98]","(1) Vivienne Bins and Ian Milliss
(2) Janine Burke
(3) Beverly Garlick
(4) Therese Kenyon
(5) Janine Burke
(6) Isabel Davies
","4, 5-6, 18, 34, 34i, 35i, 36i, 49, 58, 64, 65i, 214, 243, 355-56, 356-9, 360, 373-5, 384, 385, 386, 409, 415, 416, 496",Y,https://trove.nla.gov.au/people/626196,N,N,33.0,0.0,8.0,4.0,5.0,5.0,23.0,78.0
"Scarce, Yhonnie",Individual,Kokathu/Nukunu/Mirning People,,Woomera,SA,Australia,-31.1999142,136.8253532,1973,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/yhonnie-scarce,Y,,Tina Baum,324.0,,,"270, 270i",Y,https://trove.nla.gov.au/people/1459791,N,N,19.0,0.0,6.0,10.0,13.0,14.0,5.0,67.0
"Coppersmith, Yvette",Individual,,Naarm,Melbourne,VIC,Australia,-37.8141705,144.9655616,1980,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/yvette-coppersmith,Y,,,,,,,,https://trove.nla.gov.au/people/1486087,N,N,9.0,0.0,0.0,2.0,5.0,1.0,0.0,17.0
"Audette, Yvonne",Individual,,Gadigal Land,Sydney,NSW,Australia,-33.8679526,151.210134824045,1930,1930-04-22 00:00:00,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/yvonne-audette,N,,Beckett Rozentals,34.0,,,,,https://trove.nla.gov.au/people/1487096,N,N,6.0,0.0,1.0,6.0,0.0,1.0,1.0,15.0
"Koolmatrie, Yvonne",Individual,Ngarrindjeri People,Wudinna,Wudinna,SA,Australia,-33.0472368,135.4615694,1944,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),https://www.daao.org.au/bio/yvonne-koolmatrie,Y,,Freja Carmichael,218.0,"(1) Hetti Perkins, 'Introduction', in Aboriginal Women's Exhibition, exhibition catalogue, AGNSW, 1991, 7-13 [452-57]",(1) Hetti Perkins,"150, 150i, 162, 204, 456, 457",Y,https://trove.nla.gov.au/people/1478499,N,N,24.0,0.0,4.0,5.0,1.0,12.0,18.0,64.0
"Baas-Backing, Solvig",Individual,,,Balikpapan,Borneo,Indonesia,-1.2379,116.8529,1928,,,,,,,,2011,,,,,,,,,,,,N,Y,,,,,,,,
"Baker, Nyukana",Individual,,Pukatja,Ernabella,SA,Australia,-26.25416,132.19145,1943,1943-11-01 00:00:00,Mparntwe,Alice Springs,NT,Australia,-23.6983884,133.8812885,2016,,,Y,,Mary-Lou Nugent,36.0,"(1) Stella Gray, 'Exquisite labours: The life's work of Nyukana (Daisy) Baker', Art Monthly Australasia 228 (April 2010), 30-32 [378-80]
(2) Slavica ZIVKOVIC and Alison Milyika CARROLL (curators), In These Hands (Mara Nyangangka): Celebrating 70 Years of Ernabella Arts, exhibition catalogue, with assistance from Ernabella Arts, (Sturt Gallery & Ernabella Arts, 2017), 5-15 (extracts) [401-3]
(3) Hetti Perkins, 'Introduction', in Aboriginal Women's Exhibition, exhibition catalogue, AGNSW, 1991, 7-13 [452-57]","(1) Stella Gray
(2) Slavica Zivkovic and Alison Milyika
(3) Hetti Perkins","151, 378-80, 403, 455",N,https://trove.nla.gov.au/people/1485487,N,N,,,,,,,,
"Benglis, Lynda",Individual,,Atakapa Ishak Land,Lake Charles,LA,USA,30.2305095,-93.2169807,1941,1941-10-25 00:00:00,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,https://trove.nla.gov.au/people/838971,N,N,,,,,,,,
"Bowden, Jane",Individual,,Tarntanya,Adelaide,SA,Australia,-34.9261502,138.6006231427,1969,1969-11-30 00:00:00,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,https://trove.nla.gov.au/people/1515581,N,N,,,,,,,,
"Bowen, Stella",Individual,,Tarntanya,Adelaide,SA,Australia,-34.9261502,138.6006231427,1893,16/05/1893,,London,England,United Kingdom,51.5074456,-0.1277653,1947,1947-10-30 00:00:00,,N,,Lola Wilkins,52.0,,,,,,N,Y,,,,,,,,
"Calle, Sophie",Individual,,,Paris,île de France,France,48.8588897,2.32004102172008,1953,1953-10-09 00:00:00,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,https://trove.nla.gov.au/people/1021968,N,N,,,,,,,,
"Callis, Jo Ann",Individual,,Siouan Land,Cincinnati,OH,USA,39.1014537,-84.5124602,1940,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,,N,Y,,,,,,,,
"Center, Roma",Individual,,,,,,,,1918/1919,1919-12-20 00:00:00,,,,,,,2020,,,,,,,,,,,,N,Y,,,,,,,,
Club Ate (Bhenji Rha),Collective,,Gadigal Land,Sydney,NSW,Australia,-33.8679526,151.210134824045,1990,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,,N,Y,,,,,,,,
"Contos, Sarah",Individual,,Wadjakboodjar,Perth,WA,Australia,-31.9558933,115.8605855,1978,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,Jaklyn Babington,80.0,,,,,https://trove.nla.gov.au/people/1575730,N,N,,,,,,,,
"Crozier, Cecily",Individual,,Boonwurrung Land,Elsternwick,VIC,Australia,-37.8858425,145.0070152,1912 or 1911,1911-07-21 00:00:00,Tarntanya,Adelaide,SA,Australia,-34.9261502,138.6006231426997,2007 or 2006,,,,,,,,,,,,N,Y,,,,,,,,
"Deacon, Destiny & Fraser, Virginia",Collective,,,,,Australia,-24.7761086,134.755,1996,,,,,,,,2021,,,N,,Magdalene Keaney,104.0,,,,,"https://trove.nla.gov.au/people/1505045
https://trove.nla.gov.au/people/1523381",Y,N,,,,,,,,
DI$COUNT UNIVER$E,Collective,,Naarm,Melbourne,VIC,Australia,-37.8141705,144.9655616,2010,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,https://trove.nla.gov.au/people/1879476,N,N,,,,,,,,
"Dobson, Rosemary",Individual,,Gadigal Land,Sydney,NSW,Australia,-33.8679526,151.210134824045,1920,1920-06-18 00:00:00,Ngambri Land,Canberra,ACT,Australia,-35.2975906,149.1012676,2012,2012-06-27 00:00:00,,,https://www.womenaustralia.info/biogs/AWE4848b.htm,,,,,,,https://trove.nla.gov.au/people/460198,N,N,,,,,,,,
"Donegan, Cheryl",Individual,,Quinnipiack Land,New Haven,CT,USA,41.3082138,-72.9250518,1962,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,,N,Y,,,,,,,,
"Fieldhouse, Janet",Individual,Kalawlagawya/Meriam Mir People,Gimuy,Cairns,QLD,Australia,-16.9206657,145.7721854,1971,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,Katherine Russell,126.0,,,,,https://trove.nla.gov.au/people/1861194,N,N,,,,,,,,
"Floyd, Emily",Individual,,Naarm,Melbourne,VIC,Australia,-37.8141705,144.9655616,1972,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,Anne Loxley,128.0,,,"21, 23, 23i",Y,,N,Y,,,,,,,,
"Foreshew, Nicole",Individual,Wiradjuri People,Gadigal Land,Sydney,NSW,Australia,-33.8679526,151.210134824045,1982,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,https://trove.nla.gov.au/people/1865545,N,N,,,,,,,,
"Funaki, Mari",Individual,,,Matsue,Shimane,Japan,35.468115,133.048768,1950,,Naarm,East Melbourne,VIC,Australia,-37.812498,144.9858851,2010,2010-05-13 00:00:00,,,,Jane Devery,138.0,,,,,,N,Y,,,,,,,,
Garage Graphix,Collective,,Gadigal Land,Mount Druitt,NSW,Australia,-33.7705556,150.8205556,1981,,Gadigal Land,Mount Druitt,NSW,Australia,-33.7705556,150.8205556,1998,,,,,,,,,,,,N,Y,,,,,,,,
"Goldin, Nan",Individual,,Anacostan Land,Washington,DC,USA,38.8950368,-77.0365427,1953,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,https://trove.nla.gov.au/people/823274,N,N,,,,,,,,
"Hagerty, Marie",Individual,,Gadigal Land,Sydney,NSW,Australia,-33.8679526,151.210134824045,1964,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,,N,Y,,,,,,,,
"Hicks, Petrina",Individual,,Gadigal Land,Sydney,NSW,Australia,-33.8679526,151.210134824045,1972,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,,N,Y,,,,,,,,
"Hosking, Marion",Individual,,Naarm,Melbourne,VIC,Australia,-37.8141705,144.9655616,1948 or 1950,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,Y,,,,,,,,,N,Y,,,,,,,,
"Hosokura, Mayumi",Individual,,,Kyoto,Kyoto,Japan,35.021041,135.7556075,1979,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,,N,Y,,,,,,,,
"Hughes, Natalya",Individual,,Wallamullah,Wooloomooloo,NSW,Australia,-32.494981,146.586903,1977,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,https://trove.nla.gov.au/people/1771622,N,N,,,,,,,,
"Johnson, Jess & Ward, Simon (Johnson)",Collective,,Tauranga,Tauranga,Bay of Plenty,New Zealand,-37.6859006,176.167505,1979,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,Jaklyn Babington,400.0,,,,,,N,Y,,,,,,,,
"Kngwarray, Lily Sandover",Individual,,Utopia Land,MacDonald Downs Station,NT,Australia,-22.40862,135.11187,1937,,,,,,,,2002,,,,,,,,,,,,N,Y,,,,,,,,
"Liao, Pixy",Individual,,,Shanghai,Shanghai,China,31.2323437,121.4691024,1979,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,,N,Y,,,,,,,,
"Matthews, Leslie",Individual,,Borinquen,,Puerto Rico,USA,18.2247706,-66.4858295,1964,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,,N,Y,,,,,,,,
"Messager, Annette",Individual,,,Berck-sur-Mer,Pas-de-Calais,France,50.4052576,1.5711617,1943,1943-11-30 00:00:00,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,https://trove.nla.gov.au/people/1046109,N,N,,,,,,,,
"Moje, Mascha",Individual,,,,,,,,1964,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,,N,Y,,,,,,,,
"Nakamarra, Doreen Reid",Individual,Pintupi People,Mummine,Mummine,WA,Australia,-25.98611,126.7894,1955,,Tarntanya,Adelaide,SA,Australia,-34.9261502,138.6006231426997,2009,2009-10-20 00:00:00,,,,Tina Baum,266.0,,,,,https://trove.nla.gov.au/people/1864166,N,N,,,,,,,,
"O’Neil, Lillian",Individual,,Naarm,Melbourne,VIC,Australia,-37.8141705,144.9655616,1985,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,,N,Y,,,,,,,,
"O'Sullivan, Kate",Individual,,,,,,,,1947,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,https://trove.nla.gov.au/people/1678757,N,N,,,,,,,,
"Okabe, Momo",Individual,,,Tokyo,Tokyo,Japan,35.6821936,139.762221,1981,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,,N,Y,,,,,,,,
"Pardington, Fiona",Individual,"Ngāi Tahu, Kati Mamoe, and Ngā Kahungunu People",Te Hau Kapua,Devonport,Auckland,New Zealand,-36.8297309,174.7975377,1961,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,https://trove.nla.gov.au/people/1505493,N,N,,,,,,,,
"Rainer, Gillian",Individual,,,,,,,,1956,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,,N,Y,,,,,,,,
"Rarru, Margaret",Individual,Liyagawumirr-Garrawurra People,Galiwin'ku,Elcho Island,NT,Australia,-11.9136184,135.802243962406,1940,1940-01-29 00:00:00,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,,N,Y,,,,,,,,
"Ridgewell, Brenda",Individual,,Manjimup,Manjimup,WA,Australia,-34.2410278,116.1462983,1948,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,,N,Y,,,,,,,,
"Rothwell, Caroline",Individual,,,Hull,England,United Kingdom,53.7435722,-0.3394758,1967,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,Anne Loxley,320.0,,,,,,N,Y,,,,,,,,
"Schneemann, Carolee",Individual,,Lenape Land,Fox Chase,PA,USA,40.0771601,-75.0771797,1939,1939-10-12 00:00:00,Esopus Land,New Paltz,NY,USA,41.7464972,-74.0844894,2019,2019-03-06 00:00:00,,,,,,,,,,https://trove.nla.gov.au/people/1109640,N,N,,,,,,,,
"Schorr, Collier",Individual,,Lenape Land,New York City,NY,USA,40.7127281,-74.0060152,1963,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,,N,Y,,,,,,,,
"Sprinkle, Annie",Individual,,Lenape Land,Philadelphia,PA,USA,39.9527237,-75.1635262,1954,1954-07-23 00:00:00,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,https://trove.nla.gov.au/people/1200295,N,N,,,,,,,,
"Swann, Heather B.",Individual,,Nipaluna,Hobart,TAS,Australia,-42.882393,147.325848085921,1961,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,https://trove.nla.gov.au/people/1520104,N,N,,,,,,,,
The Lip Collective,Collective,,Wurundjeri Land,Carlton,VIC,Australia,-37.8004228,144.9684343,1976,,Wurundjeri Land,Carlton,VIC,Australia,-37.8004228,144.9684343,1984,,,,,,,,,,,,N,Y,,,,,,,,
"Tubbs, Marian",Individual,,Gadigal Land,Sydney,NSW,Australia,-33.8679526,151.210134824045,1983,,N/A (Still Living),N/A (Still Living),N/A (Still Living),N/A (Still Living),,,N/A (Still Living),N/A (Still Living),,,,,,,,,,https://trove.nla.gov.au/people/1670514,N,N,,,,,,,,
"West, Caroline Mary",Individual,,Naarm,Melbourne,VIC,Australia,-37.8141705,144.9655616,1872,1972-06-14 00:00:00,,,,,,,1947,1947-03-19 00:00:00,,,,,,,,,,,N,Y,,,,,,,,
"Woodman, Francesca",Individual,,ȟeská otȟúŋwahe,Denver,CO,USA,39.7392364,-104.984862,1958,1958-04-03 00:00:00,Lenape Land,New York City,NY,USA,40.7127281,-74.0060152,1981,1981-01-19 00:00:00,,,,,,,,,,https://trove.nla.gov.au/people/864423,N,N,,,,,,,,
